,Installation Code,District,Municipality,Geographic Coordinates,Installed Power [kVA],Usage Level [%],Construction Type,Contracted Power [kVA],Number of Clients,Power Generation [kW],Number of Client Producers,Usage Histogram,DistrictCode,DistrictMunicipalityCode
699,1317D2085900,Porto,Vila Nova de Gaia,"41.06439580482051, -8.591790514193015",400,0%-19%,Cabine baixa em edifício próprio,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8367.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
700,1317D2090100,Porto,Vila Nova de Gaia,"41.07587720773998, -8.63436539222213",400,20%-39%,Cabine baixa em edifício próprio,1439.41,206,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;286.75;5241.5;2550.5;229.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
701,1317D2025400,Porto,Vila Nova de Gaia,"41.12722980163272, -8.653558569377916",630,20%-39%,Cabine alta,990.14,157,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3578.0;4593.0;142.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
702,1317D2064500,Porto,Vila Nova de Gaia,"41.13578110727942, -8.644720450490873",630,20%-39%,Cabine baixa integrada em edifício,1470.53,204,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.5;4681.0;3598.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
703,1317D2080900,Porto,Vila Nova de Gaia,"41.127823207061176, -8.662123200728159",400,20%-39%,Cabine baixa em edifício próprio,558.02,77,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3529.0;4575.25;208.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
704,1317D2000100,Porto,Vila Nova de Gaia,"41.13828616018956, -8.601731933117104",630,0%-19%,Cabine pré-fabricada,701.09,100,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4372.75;3941.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
711,1314D2008900,Porto,Santo Tirso,"41.359034719113055, -8.467760632369506",250,40%-59%,Aéreo - AI,968.92,141,42.40,23,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;72.5;2927.5;3691.25;1418.5;205.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1314
712,1314D2031400,Porto,Santo Tirso,"41.32471734856234, -8.443507810271667",100,20%-39%,Aéreo - AS,238.91,20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;170.0;5719.5;2423.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1314
723,0113D2013000,Aveiro,Oliveira de Azeméis,"40.87966399638815, -8.503099144441583",250,60%-79%,Cabine alta,1095.95,151,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.25;1774.0;3227.75;1911.25;945.0;425.0;11.5;0.0;0.0;0.0;0.0;0.0),1,113
757,1306D2081800,Porto,Maia,"41.20666764630301, -8.599116387017819",400,0%-19%,Cabine baixa em edifício próprio,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8364.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
758,1306D2038700,Porto,Maia,"41.22743146709316, -8.660119826869666",250,20%-39%,Cabine alta,185.15,20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;196.75;6045.25;2070.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
782,1313D2033000,Porto,Póvoa de Varzim,"41.4007488160972, -8.63976908238938",250,20%-39%,Aéreo - AI,525.57,67,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;285.0;2016.5;4869.75;1135.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1313
784,0104D2004600,Aveiro,Arouca,"40.93404052224938, -8.402206717684095",0,N/D,Aéreo - AS,N/D,<20,N/D,<20,,1,104
786,1316D2030100,Porto,Vila do Conde,"41.290183641428094, -8.633730544200713",250,60%-79%,Cabine alta,662.40,61,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5;0.25;0.75;134.75;1349.75;2340.75;2446.75;1735.25;304.25;0.0;0.0;0.0;0.0;0.0),13,1316
847,1312D2002600,Porto,Porto,"41.159340223071354, -8.581735450130958",630,20%-39%,Cabine baixa integrada em edifício,1206.38,161,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1419.5;4109.0;2743.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
848,1312D2123900,Porto,Porto,"41.171430211760125, -8.62799286464173",630,0%-19%,Cabine pré-fabricada,1009.33,112,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7612.75;690.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
849,1312D2042900,Porto,Porto,"41.165439733389334, -8.624783229465459",630,20%-39%,Cabine subterrânea,1567.20,215,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;242.25;3535.25;2883.75;1650.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
850,1312D2126000,Porto,Porto,"41.17703109689162, -8.591342285076546",400,N/D,Cabine pré-fabricada,677.66,118,N/D,<20,,13,1312
851,1312D2126900,Porto,Porto,"41.17595899132714, -8.649026963769105",1260,0%-19%,Cabine pré-fabricada,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8196.0;115.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
852,1312D2134300,Porto,Porto,"41.163340666724615, -8.617024779921868",630,N/D,Cabine baixa em edifício próprio,692.30,75,N/D,<20,,13,1312
855,1308D2037800,Porto,Matosinhos,"41.202714732411756, -8.640484521618532",400,0%-19%,Cabine baixa integrada em edifício,792.35,117,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6139.5;2172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
856,1308D2082600,Porto,Matosinhos,"41.17507124067028, -8.687143616465416",630,0%-19%,Cabine baixa integrada em edifício,492.21,57,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3981.5;7.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
857,1308D2036400,Porto,Matosinhos,"41.19721042884611, -8.701917531878168",800,0%-19%,Cabine baixa integrada em edifício,1649.10,255,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6501.25;1808.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
858,1308D2031900,Porto,Matosinhos,"41.19631972377274, -8.68517218714558",160,0%-19%,Cabine baixa em edifício próprio,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8555.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
863,0107D2001700,Aveiro,Espinho,"40.996776936642476, -8.630810357801842",500,40%-59%,Cabine alta,1777.27,286,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;3588.5;3575.0;1084.5;62.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,107
895,1304D2009500,Porto,Gondomar,"41.14218511802632, -8.525996591617483",630,20%-39%,Cabine alta,1924.31,273,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5;4766.0;2992.5;549.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1304
896,1304D2017400,Porto,Gondomar,"41.16819634592742, -8.56621649179061",315,60%-79%,Cabine baixa em edifício próprio,2029.28,308,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;508.25;1950.25;2305.75;1827.75;1028.25;526.75;165.25;0.0;0.0;0.0;0.0),13,1304
897,1304D2047300,Porto,Gondomar,"41.164135598216696, -8.543654809712692",630,0%-19%,Cabine baixa em edifício próprio,522.10,88,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8323.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1304
901,1313D2022200,Porto,Póvoa de Varzim,"41.39782455274156, -8.74717982923035",400,0%-19%,Cabine baixa em edifício próprio,307.00,71,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8321.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1313
902,1313D2019000,Porto,Póvoa de Varzim,"41.3940638030348, -8.765442243655839",630,20%-39%,Cabine baixa integrada em edifício,2481.04,387,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4708.75;3501.0;97.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1313
915,0104D2016700,Aveiro,Arouca,"40.96885552650592, -8.349918434794308",100,0%-19%,Aéreo - AS,187.48,35,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2825.25;5492.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,104
933,1316D2002100,Porto,Vila do Conde,"41.27000575465562, -8.664609331752251",400,20%-39%,Cabine alta,1312.15,159,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.5;4325.0;3418.75;553.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
934,1316D2005600,Porto,Vila do Conde,"41.331930129307665, -8.731155903365314",400,40%-59%,Cabine baixa em edifício próprio,2508.05,390,78.80,34,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;1085.75;3946.5;2346.75;806.5;126.25;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
944,1317D2090200,Porto,Vila Nova de Gaia,"41.0907646539408, -8.656289385051913",400,20%-39%,Cabine baixa em edifício próprio,519.56,62,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;789.5;5617.75;1904.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
945,1317D2128700,Porto,Vila Nova de Gaia,"41.125984389978434, -8.64892339080241",400,20%-39%,Cabine pré-fabricada,942.72,126,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2393.25;5334.0;582.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
949,1310D2007600,Porto,Paredes,"41.21573003793644, -8.33614878977968",200,0%-19%,Cabine alta,514.05,69,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;293.75;7910.75;107.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1310
959,1306D2084000,Porto,Maia,"41.27213585464026, -8.605115432797845",400,0%-19%,Cabine pré-fabricada,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;481.5;7844.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
979,0116D2006900,Aveiro,São João da Madeira,"40.90136053029211, -8.489298240261354",250,40%-59%,Cabine baixa integrada em edifício,1062.58,171,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;272.75;3052.0;3155.25;1607.5;223.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,116
994,1317D2104900,Porto,Vila Nova de Gaia,"41.090693097839846, -8.645815111418909",400,0%-19%,Cabine baixa em edifício próprio,470.20,38,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;127.0;6230.5;1962.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
995,1317D2073400,Porto,Vila Nova de Gaia,"41.05807827447481, -8.47151094707627",160,0%-19%,Aéreo - AI,148.50,20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;7249.0;1099.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
996,1317D2017900,Porto,Vila Nova de Gaia,"41.058468730097694, -8.464176025356007",250,40%-59%,Cabine alta,1000.50,143,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5;3713.5;3003.25;997.5;204.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
997,1317D2143900,Porto,Vila Nova de Gaia,"41.07123399263662, -8.53361515041105",160,20%-39%,Aéreo - AI,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.25;115.25;3097.0;2866.5;1354.0;830.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
1053,1312D2104100,Porto,Porto,"41.161296710021496, -8.5700000338025",630,20%-39%,Cabine baixa em edifício próprio,970.52,189,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3387.75;4702.75;222.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
1054,1312D2087600,Porto,Porto,"41.15832067349582, -8.569965151115689",630,0%-19%,Cabine baixa em edifício próprio,736.04,120,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8318.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
1060,1310D2014500,Porto,Paredes,"41.1698475805448, -8.363896538972662",100,40%-59%,Cabine alta,252.90,30,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.0;2598.5;2672.75;1486.75;1218.25;290.25;0.0;0.0;0.0;0.0;0.0;0.0),13,1310
1078,1313D2016300,Porto,Póvoa de Varzim,"41.41980582642247, -8.663342001416913",250,40%-59%,Cabine baixa em edifício próprio,519.46,41,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;346.75;3785.0;2870.75;1161.25;144.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1313
1089,0109D2039300,Aveiro,Santa Maria da Feira,"40.968320713073055, -8.566234757887164",400,20%-39%,Cabine baixa em edifício próprio,892.34,141,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4654.5;3584.75;74.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,109
1090,0109D2014000,Aveiro,Santa Maria da Feira,"40.99961073150969, -8.566077448047706",400,40%-59%,Cabine alta,1635.30,219,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;2201.25;3825.5;1524.0;758.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,109
1112,1318D2011500,Porto,Trofa,"41.33777794660742, -8.534353522618812",250,60%-79%,Aéreo - AI,1421.41,143,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;304.5;2192.5;1669.75;1217.0;1212.5;1222.5;489.75;0.0;0.0;0.0;0.0),13,1318
1162,1315D2029300,Porto,Valongo,"41.19159741591516, -8.49217596768777",630,0%-19%,Cabine baixa em edifício próprio,274.82,52,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8319.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1315
1185,1315D2014700,Porto,Valongo,"41.21554012176616, -8.461886226851961",400,40%-59%,Cabine alta,1217.90,137,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1406.25;2830.25;1948.25;1441.0;685.5;0.0;0.0;0.0;0.0;0.0;0.0),13,1315
1189,1312D2127800,Porto,Porto,"41.164111379723074, -8.599333244361219",630,0%-19%,Cabine baixa integrada em edifício,874.01,111,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8322.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
1190,1312D2096500,Porto,Porto,"41.16748595231363, -8.645909058006215",630,0%-19%,Cabine baixa em edifício próprio,708.05,63,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.25;8291.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
1191,1312D2071800,Porto,Porto,"41.16037706960354, -8.600139863927794",400,20%-39%,Cabine baixa em edifício próprio,1138.67,150,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1010.5;3343.75;3237.25;721.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
1198,1308D2035800,Porto,Matosinhos,"41.18018726796847, -8.673091202747136",630,20%-39%,Cabine baixa integrada em edifício,1639.90,233,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1892.25;6083.75;335.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
1199,1308D2039600,Porto,Matosinhos,"41.17966410447422, -8.655866903296362",5000,20%-39%,Cabine baixa integrada em edifício,4572.51,214,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3299.5;1313.75;3693.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
1200,1308D2000200,Porto,Matosinhos,"41.17871480632103, -8.690608096131026",630,0%-19%,Cabine alta,1579.60,197,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4372.5;3923.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
1201,1308D2007200,Porto,Matosinhos,"41.19736576802535, -8.616821267341072",500,20%-39%,Cabine baixa em edifício próprio,852.15,86,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3340.0;4553.0;423.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
1216,1317D2080400,Porto,Vila Nova de Gaia,"41.13203487821776, -8.583869852126421",630,20%-39%,Cabine baixa em edifício próprio,1041.18,174,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3039.0;5044.25;228.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
1223,1306D2030700,Porto,Maia,"41.23230415350753, -8.622026168760083",630,0%-19%,Cabine baixa integrada em edifício,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8395.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
1224,1306D2001000,Porto,Maia,"41.24948920759294, -8.644411312941724",400,40%-59%,Cabine alta,1429.27,202,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;2043.0;2949.75;2844.75;474.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
1225,1306D2072800,Porto,Maia,"41.22837583899462, -8.601546446392147",250,20%-39%,Cabine pré-fabricada,441.67,54,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.25;3100.0;4640.25;577.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
1226,1306D2040000,Porto,Maia,"41.23752211235695, -8.610621147033152",160,40%-59%,Cabine baixa em edifício próprio,337.08,47,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;154.75;4430.25;2816.75;908.75;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
1229,1316D2012100,Porto,Vila do Conde,"41.35148637264667, -8.75086548225605",400,40%-59%,Cabine baixa integrada em edifício,2360.89,345,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;1545.0;3691.5;2059.25;835.25;179.75;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
1235,1304D2038100,Porto,Gondomar,"41.18991145454607, -8.576783032389708",400,0%-19%,Cabine baixa em edifício próprio,553.15,92,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7558.25;752.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1304
1259,0109D2025600,Aveiro,Santa Maria da Feira,"40.96351640476083, -8.571944923123475",250,60%-79%,Cabine alta,1193.71,142,83.36,20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.5;233.75;1980.0;3161.25;1873.0;821.5;222.75;0.0;0.0;0.0;0.0;0.0),1,109
1274,1313D2019100,Porto,Póvoa de Varzim,"41.45286662428678, -8.728281840097724",160,40%-59%,Cabine baixa em edifício próprio,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.25;931.25;2582.25;3037.25;1463.0;238.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1313
1275,1313D2029100,Porto,Póvoa de Varzim,"41.45187837608295, -8.760321563391098",100,20%-39%,Aéreo - AI,262.20,29,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5014.75;3231.0;65.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1313
1299,1310D2022600,Porto,Paredes,"41.15855928354857, -8.404384794878892",250,20%-39%,Cabine alta,518.94,64,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;116.25;5003.5;2617.25;571.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1310
1326,1313D2019800,Porto,Póvoa de Varzim,"41.39033695231684, -8.620863007906609",160,20%-39%,Aéreo - AI,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.0;6433.0;1176.25;494.25;139.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1313
1331,0109D2040400,Aveiro,Santa Maria da Feira,"40.92133860299175, -8.502863892935903",250,N/D,Cabine pré-fabricada,481.87,65,N/D,<20,,1,109
1337,1317D2118400,Porto,Vila Nova de Gaia,"41.131417410992924, -8.625519409232675",1260,0%-19%,Cabine pré-fabricada,822.57,107,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8311.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
1338,1317D2091700,Porto,Vila Nova de Gaia,"41.10814750186141, -8.56464794730657",630,0%-19%,Cabine baixa em edifício próprio,540.50,78,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.75;8137.75;176.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
1339,1317D2009000,Porto,Vila Nova de Gaia,"41.13370870534346, -8.668476080458152",630,0%-19%,Cabine baixa em edifício próprio,210.46,23,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;195.0;4829.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
1340,1317D2008600,Porto,Vila Nova de Gaia,"41.087260993830114, -8.618227322528032",630,0%-19%,Cabine alta,837.24,98,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8312.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
1341,1317D2036700,Porto,Vila Nova de Gaia,"41.09481748705185, -8.569479282547455",630,0%-19%,Cabine baixa em edifício próprio,796.10,115,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6267.0;1753.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
1342,1317D2034900,Porto,Vila Nova de Gaia,"41.10887591627875, -8.630752636728419",630,0%-19%,Cabine alta,756.68,124,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;237.75;7721.5;349.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
1343,1317D2016900,Porto,Vila Nova de Gaia,"41.02912797020132, -8.476337829796071",100,20%-39%,Cabine alta,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3471.25;4286.0;553.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
1344,1317D2022400,Porto,Vila Nova de Gaia,"41.0877304840349, -8.60308933467465",630,0%-19%,Cabine alta,196.23,23,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.0;8265.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
1379,1306D2000100,Porto,Maia,"41.23039614314993, -8.620911045316316",630,0%-19%,Cabine alta,1068.34,153,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2765.0;5547.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
1393,1312D2103100,Porto,Porto,"41.161627573090286, -8.643367485916926",630,20%-39%,Cabine baixa integrada em edifício,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2330.75;1952.75;2941.5;1090.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
1394,1312D2055700,Porto,Porto,"41.14892347832105, -8.608651761673856",630,0%-19%,Cabine subterrânea,493.35,55,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8179.25;144.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
1395,1312D2069400,Porto,Porto,"41.15465149652269, -8.644616956288374",630,0%-19%,Cabine baixa em edifício próprio,1141.06,120,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3948.75;4362.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
1399,1314D2024200,Porto,Santo Tirso,"41.381930547591956, -8.399377534525486",400,20%-39%,Cabine pré-fabricada,1103.55,155,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;476.25;4874.25;2291.25;668.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1314
