Installation Code;District;Municipality;Geographic Coordinates;Installed Power [kVA];Usage Level [%];Construction Type;Contracted Power [kVA];Number of Clients;Power Generation [kW];Number of Client Producers;Usage Histogram;DistrictCode;DistrictMunicipalityCode
1312D2038800;Porto;Porto;41.17442314936298, -8.599869278034081;630;20%-39%;Cabine baixa em edifício próprio;1444.43;271;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;453.75;5208.75;2337.0;311.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2123700;Porto;Porto;41.15757861064427, -8.664567100894216;630;0%-19%;Cabine pré-fabricada;N/D;<20;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8274.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2000200;Porto;Porto;41.14175822452137, -8.614910025642066;1260;20%-39%;Cabine baixa em edifício próprio;3027.57;347;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1932.0;3816.25;2524.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2084100;Porto;Porto;41.1581388558281, -8.645022720458735;630;0%-19%;Cabine baixa integrada em edifício;1477.97;193;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4492.0;3817.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2002700;Porto;Porto;41.14294196921927, -8.600702120101662;1030;N/D;Cabine baixa em edifício próprio;1455.19;221;N/D;<20;;13;1312
1312D2048800;Porto;Porto;41.15989922770684, -8.640197205981167;630;0%-19%;Cabine subterrânea;837.20;75;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5494.25;2817.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2111900;Porto;Porto;41.17499306445317, -8.637361958843261;630;0%-19%;Cabine baixa em edifício próprio;300.95;39;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8363.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2073100;Porto;Porto;41.15512509560821, -8.58497050733636;400;0%-19%;Cabine baixa integrada em edifício;N/D;<20;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6000.75;2311.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2073600;Porto;Porto;41.15973622885349, -8.62458114501624;630;20%-39%;Cabine baixa em edifício próprio;1160.43;120;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;138.5;6644.0;1530.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2021500;Porto;Porto;41.16584570845767, -8.618928812864544;630;40%-59%;Cabine baixa em edifício próprio;1960.33;301;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;221.5;3023.75;3539.75;1290.25;236.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2051400;Porto;Porto;41.16313417081944, -8.591907882865753;630;20%-39%;Cabine subterrânea;1032.90;77;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1861.75;3449.0;2913.5;88.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2060900;Porto;Porto;41.16349908719701, -8.647457484117686;1260;N/D;Cabine subterrânea;1091.94;125;N/D;<20;;13;1312
1312D2061400;Porto;Porto;41.17263441001547, -8.61247122385498;630;20%-39%;Cabine subterrânea;1631.87;220;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;416.0;4339.0;3442.0;114.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2116000;Porto;Porto;41.163008953830264, -8.635880716792062;1260;20%-39%;Cabine pré-fabricada;1280.94;34;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.5;6271.75;1873.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2125600;Porto;Porto;41.16958316679855, -8.588514255784359;630;0%-19%;Cabine baixa integrada em edifício;779.70;105;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7278.25;994.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2083500;Porto;Porto;41.166876307683246, -8.58026654133432;400;0%-19%;Cabine baixa em edifício próprio;578.82;85;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6705.5;1606.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2000600;Porto;Porto;41.14730761065231, -8.61039439556925;1260;0%-19%;Cabine baixa em edifício próprio;244.24;23;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8298.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2029500;Porto;Porto;41.16872250191104, -8.65389277137091;1260;0%-19%;Cabine subterrânea;1850.35;392;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4714.5;3596.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2091900;Porto;Porto;41.15307760620282, -8.638116491103549;1260;40%-59%;Cabine baixa integrada em edifício;2929.22;227;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;3034.0;3325.75;1717.25;234.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2049300;Porto;Porto;41.16272310778873, -8.593995812229725;1260;20%-39%;Cabine subterrânea;2535.75;211;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2103.0;5203.5;1007.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
