Quarter;District;Municipality;Parish;Maximum Admissible Power (kW);Connection points for electric vehicles charging stations;DistrictCode;DistrictMunicipalityCode;DistrictMunicipalityParishCode
2024T3;Porto;Valongo;Ermesinde;34.5;1;13;1315;131503
2024T3;Porto;Paços de Ferreira;Carvalhosa;140.0;1;13;1309;130902
2024T3;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;250.0;1;13;1313;131315
2024T3;Porto;Póvoa de Varzim;Balazar;160.0;1;13;1313;131305
2024T3;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;200.0;1;13;1303;130335
2024T3;Porto;Paredes;Paredes;200.0;1;13;1310;131025
2024T3;Porto;Vila do Conde;Vila do Conde;200.0;1;13;1316;131628
2024T3;Porto;Vila Nova de Gaia;Grijó e Sermonde;17.25;1;13;1317;131725
2024T3;Porto;Vila Nova de Gaia;Gulpilhares e Valadares;200.0;1;13;1317;131726
2024T3;Porto;Vila Nova de Gaia;São Félix da Marinha;200.0;1;13;1317;131717
2024T3;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;130.0;1;13;1317;131730
2024T3;Porto;Felgueiras;Vila Cova da Lixa e Borba de Godim;100.0;1;13;1303;130339
2024T3;Porto;Porto;Campanhã;68.0;1;13;1312;131203
2024T3;Porto;Porto;Paranhos;300.0;1;13;1312;131210
2024T4;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;1260.0;1;13;1312;131217
2024T3;Porto;Gondomar;Baguim do Monte (Rio Tinto);13.8;1;13;1304;130412
2024T3;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;125.0;1;13;1313;131315
2024T3;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;10.35;2;13;1313;131315
2024T3;Porto;Vila do Conde;Vila do Conde;160.0;1;13;1316;131628
2024T3;Porto;Valongo;Ermesinde;160.0;1;13;1315;131503
2024T3;Porto;Paredes;Paredes;6.9;1;13;1310;131025
2024T3;Porto;Porto;Lordelo do Ouro e Massarelos;1000.0;1;13;1312;131218
2024T3;Porto;Porto;Lordelo do Ouro e Massarelos;135.0;1;13;1312;131218
2024T3;Porto;Maia;Cidade da Maia;41.4;1;13;1306;130619
2024T3;Porto;Maia;Pedrouços;6.9;1;13;1306;130617
2024T3;Porto;Maia;Moreira;13.8;1;13;1306;130609
2024T3;Porto;Maia;Milheirós;41.4;1;13;1306;130608
2024T3;Porto;Gondomar;Rio Tinto;34.5;1;13;1304;130408
2024T3;Porto;Gondomar;Fânzeres e São Pedro da Cova;400.0;1;13;1304;130413
2024T3;Porto;Matosinhos;Matosinhos e Leça da Palmeira;9350.0;1;13;1308;130812
2024T3;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;1500.0;1;13;1308;130814
2024T3;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;110.0;1;13;1308;130811
2024T3;Porto;Póvoa de Varzim;Laundos;1950.0;1;13;1313;131308
2024T3;Porto;Trofa;Bougado (São Martinho e Santiago);630.0;1;13;1318;131810
2024T3;Porto;Penafiel;Penafiel;140.0;1;13;1311;131139
2024T3;Porto;Marco de Canaveses;Penha Longa e Paços de Gaiolo;10.35;1;13;1307;130738
2024T4;Porto;Maia;Moreira;145.0;1;13;1306;130609
2024T4;Porto;Maia;Cidade da Maia;34.5;2;13;1306;130619
2024T4;Porto;Penafiel;Penafiel;120.0;3;13;1311;131139
2024T4;Porto;Penafiel;Penafiel;100.0;1;13;1311;131139
2024T4;Porto;Porto;Lordelo do Ouro e Massarelos;472.5;1;13;1312;131218
2024T4;Porto;Porto;Lordelo do Ouro e Massarelos;1000.0;1;13;1312;131218
2024T4;Porto;Porto;Lordelo do Ouro e Massarelos;10.35;3;13;1312;131218
2024T4;Porto;Matosinhos;Matosinhos e Leça da Palmeira;6.9;5;13;1308;130812
2024T4;Porto;Matosinhos;Matosinhos e Leça da Palmeira;69.0;1;13;1308;130812
2024T4;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;100.0;1;13;1308;130814
2024T4;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;250.0;1;13;1308;130814
2024T4;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;13.8;3;13;1308;130811
2024T4;Porto;Santo Tirso;Aves;160.0;1;13;1314;131405
2024T4;Porto;Trofa;Bougado (São Martinho e Santiago);250.0;2;13;1318;131810
2024T4;Porto;Valongo;Campo e Sobrado;250.0;1;13;1315;131506
2024T4;Porto;Valongo;Valongo;100.0;1;13;1315;131505
2024T4;Porto;Póvoa de Varzim;Laundos;1500.0;1;13;1313;131308
2024T4;Porto;Maia;Nogueira e Silva Escura;13.8;2;13;1306;130620
2024T4;Porto;Maia;Águas Santas;100.0;1;13;1306;130601
2024T4;Porto;Baião;Santa Marinha do Zêzere;20.7;1;13;1302;130215
2024T4;Porto;Porto;Ramalde;1260.0;1;13;1312;131211
2024T4;Porto;Porto;Ramalde;27.6;1;13;1312;131211
2024T4;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;472.5;1;13;1312;131217
2024T4;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;27.6;1;13;1312;131217
2024T4;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;70.0;1;13;1312;131217
2024T4;Porto;Porto;Campanhã;100.0;1;13;1312;131203
2024T4;Porto;Porto;Paranhos;20.7;2;13;1312;131210
2024T4;Porto;Porto;Paranhos;27.6;1;13;1312;131210
2024T4;Porto;Santo Tirso;Agrela;10.35;1;13;1314;131401
2024T4;Porto;Marco de Canaveses;Marco;160.0;1;13;1307;130736
2024T4;Porto;Marco de Canaveses;Marco;41.4;2;13;1307;130736
2024T4;Porto;Vila Nova de Gaia;Pedroso e Seixezelo;13.8;2;13;1317;131728
2024T4;Porto;Vila Nova de Gaia;Vilar de Andorinho;80.0;1;13;1317;131723
2024T4;Porto;Vila Nova de Gaia;Gulpilhares e Valadares;200.0;1;13;1317;131726
2024T4;Porto;Vila Nova de Gaia;Arcozelo;10.35;4;13;1317;131701
2024T4;Porto;Vila Nova de Gaia;Arcozelo;400.0;2;13;1317;131701
2024T4;Porto;Vila Nova de Gaia;Avintes;20.7;1;13;1317;131702
2024T4;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;20.7;5;13;1317;131727
2024T4;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;125.0;1;13;1317;131730
2024T4;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;55.0;2;13;1317;131730
2024T4;Porto;Vila do Conde;Vila do Conde;6.9;4;13;1316;131628
2024T4;Porto;Vila do Conde;Vila do Conde;41.4;6;13;1316;131628
2024T4;Porto;Felgueiras;Pombeiro de Ribavizela;20.7;1;13;1303;130315
2024T4;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;145.0;1;13;1303;130335
2024T4;Porto;Paredes;Cete;132.0;1;13;1310;131008
2024T4;Porto;Valongo;Alfena;250.0;1;13;1315;131501
2024T4;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;110.0;1;13;1313;131315
2024T4;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;93.0;1;13;1301;130142
2024T4;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;472.5;1;13;1313;131315
2024T4;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;10.35;2;13;1313;131315
2024T4;Porto;Porto;Ramalde;41.4;2;13;1312;131211
2024T4;Porto;Porto;Ramalde;86.6;1;13;1312;131211
2024T4;Porto;Porto;Ramalde;20.7;4;13;1312;131211
2024T4;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;17.25;2;13;1312;131217
2024T4;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;600.0;1;13;1312;131217
2024T4;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;150.0;1;13;1312;131217
2024T4;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;945.0;1;13;1312;131217
2024T4;Porto;Porto;Paranhos;69.3;1;13;1312;131210
2024T4;Porto;Porto;Paranhos;105.0;1;13;1312;131210
2024T4;Porto;Vila Nova de Gaia;Gulpilhares e Valadares;20.7;4;13;1317;131726
2024T4;Porto;Póvoa de Varzim;AVer-o-Mar, Amorim e Terroso;10.35;2;13;1313;131313
2024T4;Porto;Vila Nova de Gaia;Madalena;27.6;1;13;1317;131709
2024T4;Porto;Vila Nova de Gaia;Sandim, Olival, Lever e Crestuma;10.35;2;13;1317;131729
2024T4;Porto;Maia;Castêlo da Maia;2600.0;1;13;1306;130618
2024T4;Porto;Paços de Ferreira;Paços de Ferreira;472.5;1;13;1309;130918
2024T4;Porto;Gondomar;Fânzeres e São Pedro da Cova;145.0;1;13;1304;130413
2024T4;Porto;Gondomar;Rio Tinto;250.0;2;13;1304;130408
2024T4;Porto;Matosinhos;Matosinhos e Leça da Palmeira;9350.0;1;13;1308;130812
2024T4;Porto;Valongo;Campo e Sobrado;630.0;1;13;1315;131506
2024T4;Porto;Maia;Cidade da Maia;10.35;11;13;1306;130619
2024T4;Porto;Gondomar;Rio Tinto;630.0;1;13;1304;130408
2024T4;Porto;Gondomar;Baguim do Monte (Rio Tinto);400.0;1;13;1304;130412
2024T4;Porto;Gondomar;Baguim do Monte (Rio Tinto);10.35;1;13;1304;130412
2024T4;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;100.0;2;13;1303;130335
2025T2;Porto;Gondomar;Baguim do Monte (Rio Tinto);13.8;2;13;1304;130412
2025T1;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;155.0;1;13;1303;130335
2025T1;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;75.0;1;13;1303;130335
2025T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;100.0;2;13;1312;131217
2025T2;Porto;Porto;Ramalde;20.7;3;13;1312;131211
2025T2;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;400.0;3;13;1312;131216
2025T2;Porto;Porto;Campanhã;152.2;1;13;1312;131203
2025T2;Porto;Porto;Campanhã;100.0;1;13;1312;131203
2025T2;Porto;Penafiel;Penafiel;100.0;1;13;1311;131139
2025T2;Porto;Penafiel;Penafiel;200.0;4;13;1311;131139
2025T2;Porto;Penafiel;Penafiel;10.35;1;13;1311;131139
2025T2;Porto;Penafiel;Penafiel;400.0;2;13;1311;131139
2025T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;630.0;1;13;1317;131727
2025T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;10.35;4;13;1317;131727
2025T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;300.0;2;13;1317;131727
2025T2;Porto;Valongo;Ermesinde;300.0;1;13;1315;131503
2025T2;Porto;Valongo;Campo e Sobrado;10.35;5;13;1315;131506
2025T2;Porto;Vila do Conde;Vila do Conde;1600.0;1;13;1316;131628
2025T2;Porto;Gondomar;Rio Tinto;4000.0;1;13;1304;130408
2025T2;Porto;Gondomar;Rio Tinto;41.4;2;13;1304;130408
2025T2;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;41.4;2;13;1308;130814
2025T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;199.0;1;13;1308;130812
2025T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;630.0;3;13;1308;130812
2025T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;41.4;2;13;1308;130812
2025T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;100.0;2;13;1308;130812
2025T2;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;10.35;8;13;1308;130811
2025T2;Porto;Gondomar;Baguim do Monte (Rio Tinto);300.0;1;13;1304;130412
2025T2;Porto;Porto;Campanhã;250.0;1;13;1312;131203
2025T2;Porto;Porto;Campanhã;170.0;1;13;1312;131203
2025T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;600.0;1;13;1312;131217
2025T2;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;13.8;5;13;1312;131216
2025T2;Porto;Porto;Ramalde;10.35;6;13;1312;131211
2025T2;Porto;Porto;Ramalde;3.45;1;13;1312;131211
2025T2;Porto;Lousada;Silvares, Pias, Nogueira e Alvarenga;6.9;1;13;1305;130532
2025T2;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;6.9;2;13;1308;130813
2025T2;Porto;Santo Tirso;Areias, Sequeiró, Lama e Palmeira;41.4;1;13;1314;131433
2025T2;Porto;Paços de Ferreira;Paços de Ferreira;41.4;2;13;1309;130918
2025T2;Porto;Maia;Folgosa;10.35;1;13;1306;130603
2025T2;Porto;Maia;Cidade da Maia;13.8;7;13;1306;130619
2025T2;Porto;Maia;Cidade da Maia;250.0;2;13;1306;130619
2025T2;Porto;Gondomar;Foz do Sousa e Covelo;6.9;1;13;1304;130414
2025T2;Porto;Vila do Conde;Mindelo;10.35;1;13;1316;131616
2025T2;Porto;Póvoa de Varzim;AVer-o-Mar, Amorim e Terroso;200.0;1;13;1313;131313
2025T2;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;41.4;7;13;1314;131437
2025T2;Porto;Valongo;Ermesinde;13.8;3;13;1315;131503
2025T2;Porto;Valongo;Ermesinde;160.0;1;13;1315;131503
2025T2;Porto;Valongo;Campo e Sobrado;630.0;1;13;1315;131506
2025T2;Porto;Vila Nova de Gaia;São Félix da Marinha;6.9;1;13;1317;131717
2025T2;Porto;Vila Nova de Gaia;Canidelo;13.8;4;13;1317;131704
2025T2;Porto;Vila Nova de Gaia;Canidelo;10.35;2;13;1317;131704
2025T2;Porto;Vila Nova de Gaia;Arcozelo;20.7;1;13;1317;131701
2025T2;Porto;Vila Nova de Gaia;Arcozelo;41.4;1;13;1317;131701
2025T2;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;125.0;1;13;1317;131730
2025T2;Porto;Vila Nova de Gaia;Vilar de Andorinho;80.0;1;13;1317;131723
2025T2;Porto;Vila Nova de Gaia;Canelas;250.0;1;13;1317;131703
2025T2;Porto;Baião;Ancede e Ribadouro;50.0;1;13;1302;130221
2025T2;Porto;Trofa;Covelas;17.25;1;13;1318;131806
2025T2;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;6.9;3;13;1303;130335
2025T2;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;3.45;1;13;1303;130335
2025T2;Porto;Marco de Canaveses;Marco;41.4;2;13;1307;130736
2025T2;Porto;Marco de Canaveses;Marco;120.0;1;13;1307;130736
2025T2;Porto;Marco de Canaveses;Marco;472.5;1;13;1307;130736
2025T2;Porto;Santo Tirso;Aves;20.7;1;13;1314;131405
2025T2;Porto;Santo Tirso;Agrela;41.4;1;13;1314;131401
2025T2;Porto;Santo Tirso;Negrelos (São Tomé);41.4;1;13;1314;131430
2025T2;Porto;Marco de Canaveses;Banho e Carvalhosa;48.5;1;13;1307;130704
2025T2;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;100.0;2;13;1303;130335
2025T2;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;52.8;1;13;1317;131730
2025T2;Porto;Vila Nova de Gaia;São Félix da Marinha;1600.0;1;13;1317;131717
2025T2;Porto;Vila Nova de Gaia;São Félix da Marinha;200.0;1;13;1317;131717
2025T2;Porto;Vila Nova de Gaia;Canidelo;400.0;2;13;1317;131704
2025T2;Porto;Trofa;Bougado (São Martinho e Santiago);200.0;1;13;1318;131810
2025T2;Porto;Porto;Paranhos;1180.0;1;13;1312;131210
2025T2;Porto;Porto;Paranhos;20.7;4;13;1312;131210
2025T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;17.25;2;13;1312;131217
2025T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;6.9;1;13;1312;131217
2025T2;Porto;Porto;Lordelo do Ouro e Massarelos;300.0;1;13;1312;131218
2025T2;Porto;Porto;Lordelo do Ouro e Massarelos;135.0;1;13;1312;131218
2025T2;Porto;Porto;Ramalde;100.0;2;13;1312;131211
2025T2;Porto;Porto;Ramalde;49.5;1;13;1312;131211
2025T2;Porto;Porto;Campanhã;400.0;2;13;1312;131203
2025T2;Porto;Felgueiras;Vila Cova da Lixa e Borba de Godim;300.0;1;13;1303;130339
2025T2;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;1000.0;1;13;1304;130415
2025T2;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;110.0;1;13;1308;130811
2025T2;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;100.0;1;13;1308;130814
2025T2;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;138.0;1;13;1308;130814
2025T2;Porto;Maia;Moreira;145.0;1;13;1306;130609
2025T2;Porto;Maia;Castêlo da Maia;2600.0;1;13;1306;130618
2025T2;Porto;Maia;Castêlo da Maia;600.0;1;13;1306;130618
2025T2;Porto;Maia;Cidade da Maia;10.35;11;13;1306;130619
2025T2;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;472.5;1;13;1313;131315
2025T2;Porto;Penafiel;Guilhufe e Urrô;55.0;1;13;1311;131141
2025T2;Porto;Penafiel;Penafiel;13.8;1;13;1311;131139
2025T2;Porto;Penafiel;Galegos;100.0;1;13;1311;131113
2025T2;Porto;Vila do Conde;Vila do Conde;10.35;1;13;1316;131628
2025T2;Porto;Vila do Conde;Vila do Conde;100.0;1;13;1316;131628
2025T2;Porto;Paredes;Cete;132.0;1;13;1310;131008
2025T2;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;93.0;1;13;1301;130142
2025T2;Porto;Amarante;Vila Meã;41.4;1;13;1301;130147
2025T2;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;10.35;2;13;1313;131315
2025T2;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;250.0;1;13;1313;131315
2025T2;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;44.0;1;13;1301;130142
2025T2;Porto;Porto;Lordelo do Ouro e Massarelos;87.0;1;13;1312;131218
2025T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;49.5;1;13;1312;131217
2025T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;945.0;1;13;1312;131217
2025T2;Porto;Porto;Ramalde;34.5;1;13;1312;131211
2025T2;Porto;Porto;Campanhã;80.0;1;13;1312;131203
2025T2;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;6.9;1;13;1304;130415
2025T2;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;472.5;1;13;1304;130415
2025T2;Porto;Gondomar;Baguim do Monte (Rio Tinto);10.35;1;13;1304;130412
2025T2;Porto;Maia;Cidade da Maia;165.0;1;13;1306;130619
2025T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;800.0;2;13;1308;130812
2025T2;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;630.0;1;13;1308;130814
2025T2;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;20.7;2;13;1308;130813
2025T2;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;6.9;2;13;1308;130811
2025T2;Porto;Valongo;Valongo;10.35;3;13;1315;131505
2025T2;Porto;Valongo;Ermesinde;199.0;1;13;1315;131503
2025T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;14400.0;1;13;1317;131727
2025T2;Porto;Vila Nova de Gaia;Grijó e Sermonde;34.5;1;13;1317;131725
2025T2;Porto;Vila Nova de Gaia;São Félix da Marinha;400.0;1;13;1317;131717
2025T2;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;400.0;2;13;1317;131730
2025T2;Porto;Porto;Bonfim;200.0;2;13;1312;131202
2025T2;Porto;Maia;Milheirós;41.4;1;13;1306;130608
2025T2;Porto;Trofa;Bougado (São Martinho e Santiago);41.4;1;13;1318;131810
2025T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;6.9;8;13;1317;131727
2025T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;120.0;1;13;1317;131727
2025T2;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;150.0;1;13;1317;131730
2025T2;Porto;Valongo;Ermesinde;10.35;2;13;1315;131503
2025T2;Porto;Valongo;Valongo;1000.0;1;13;1315;131505
2025T2;Porto;Felgueiras;Vila Verde e Santão;100.0;1;13;1303;130341
2025T2;Porto;Vila Nova de Gaia;Madalena;20.7;2;13;1317;131709
2025T2;Porto;Vila Nova de Gaia;Madalena;10.35;2;13;1317;131709
2025T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;27.6;1;13;1308;130812
2025T2;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;400.0;3;13;1308;130814
2025T2;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;630.0;2;13;1314;131437
2025T2;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;20.7;1;13;1314;131437
2025T2;Porto;Porto;Ramalde;400.0;1;13;1312;131211
2025T2;Porto;Porto;Paranhos;6.9;2;13;1312;131210
2025T2;Porto;Póvoa de Varzim;Laundos;1200.0;1;13;1313;131308
2025T2;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;800.0;1;13;1313;131315
2025T2;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;199.0;1;13;1301;130142
2025T2;Porto;Maia;Águas Santas;10.35;2;13;1306;130601
2025T2;Porto;Maia;Castêlo da Maia;6.9;1;13;1306;130618
2025T2;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;20.7;2;13;1303;130335
2025T2;Porto;Porto;Lordelo do Ouro e Massarelos;1890.0;1;13;1312;131218
2025T2;Porto;Porto;Campanhã;27.6;1;13;1312;131203
2025T2;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;6.9;1;13;1312;131216
2025T2;Porto;Porto;Paranhos;93.0;1;13;1312;131210
2025T2;Porto;Penafiel;Oldrões;164.0;1;13;1311;131121
2025T2;Porto;Paredes;Gandra;200.0;1;13;1310;131011
2025T2;Porto;Paços de Ferreira;Freamunde;400.0;1;13;1309;130908
2025T2;Porto;Marco de Canaveses;Alpendorada, Várzea e Torrão;13.8;1;13;1307;130732
2025T2;Porto;Vila do Conde;Mindelo;160.0;1;13;1316;131616
2025T2;Porto;Vila do Conde;Vila do Conde;86.6;1;13;1316;131628
2025T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;110.0;2;13;1312;131217
2025T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;315.0;2;13;1312;131217
2025T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;13.8;1;13;1312;131217
2025T2;Porto;Porto;Bonfim;315.0;1;13;1312;131202
2025T2;Porto;Vila do Conde;Vila do Conde;199.0;1;13;1316;131628
2025T2;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;50.0;1;13;1304;130415
2025T2;Porto;Maia;Moreira;300.0;1;13;1306;130609
2025T2;Porto;Maia;Vila Nova da Telha;10.35;2;13;1306;130616
2025T2;Porto;Maia;Nogueira e Silva Escura;34.5;1;13;1306;130620
2025T2;Porto;Valongo;Ermesinde;200.0;2;13;1315;131503
2025T2;Porto;Valongo;Ermesinde;472.5;1;13;1315;131503
2025T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;400.0;1;13;1308;130812
2025T2;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;200.0;1;13;1308;130813
2025T2;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;41.4;1;13;1308;130813
2025T2;Porto;Penafiel;Eja;120.0;1;13;1311;131110
2025T2;Porto;Penafiel;Paço de Sousa;120.0;1;13;1311;131122
2025T2;Porto;Penafiel;Castelões;600.0;1;13;1311;131107
2025T2;Porto;Penafiel;Bustelo;20.7;1;13;1311;131103
2025T2;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;250.0;1;13;1314;131437
2025T2;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;6.9;2;13;1314;131437
2025T2;Porto;Santo Tirso;Reguenga;20.7;1;13;1314;131418
2025T2;Porto;Trofa;Bougado (São Martinho e Santiago);472.5;1;13;1318;131810
2025T2;Porto;Paredes;Sobreira;10.35;1;13;1310;131020
2025T2;Porto;Paredes;Baltar;120.0;1;13;1310;131003
2025T2;Porto;Paredes;Paredes;250.0;1;13;1310;131025
2025T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;20000.0;1;13;1308;130812
2025T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;49.0;1;13;1308;130812
2025T2;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;20.7;3;13;1308;130811
2025T2;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;300.0;1;13;1308;130814
2025T2;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;2000.0;1;13;1308;130814
2025T2;Porto;Maia;Moreira;71.4;1;13;1306;130609
2025T2;Porto;Vila Nova de Gaia;Grijó e Sermonde;10.35;2;13;1317;131725
2025T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;180.0;1;13;1317;131727
2025T2;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;1440.0;1;13;1317;131730
2025T2;Porto;Vila Nova de Gaia;Pedroso e Seixezelo;93.0;1;13;1317;131728
2025T2;Porto;Paços de Ferreira;Frazão Arreigada;199.0;1;13;1309;130917
2025T2;Porto;Paços de Ferreira;Paços de Ferreira;20.7;1;13;1309;130918
2025T2;Porto;Gondomar;Baguim do Monte (Rio Tinto);17.25;1;13;1304;130412
2025T2;Porto;Vila do Conde;Bagunte, Ferreiró, Outeiro Maior e Parada;27.6;1;13;1316;131631
2025T2;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;1850.0;1;13;1312;131216
2025T2;Porto;Porto;Bonfim;75.0;1;13;1312;131202
2025T2;Porto;Porto;Lordelo do Ouro e Massarelos;630.0;3;13;1312;131218
2025T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;170.0;1;13;1312;131217
2025T2;Porto;Vila Nova de Gaia;Serzedo e Perosinho;6.9;1;13;1317;131731
2025T2;Porto;Vila Nova de Gaia;Serzedo e Perosinho;400.0;1;13;1317;131731
2025T2;Porto;Póvoa de Varzim;Balazar;160.0;1;13;1313;131305
2025T2;Porto;Trofa;Coronado (São Romão e São Mamede);6.9;1;13;1318;131811
2025T2;Porto;Vila Nova de Gaia;Oliveira do Douro;10.35;3;13;1317;131712
2025T2;Porto;Vila Nova de Gaia;Canelas;13.8;1;13;1317;131703
2025T2;Porto;Vila Nova de Gaia;Vilar de Andorinho;199.0;1;13;1317;131723
2025T2;Porto;Gondomar;Fânzeres e São Pedro da Cova;630.0;1;13;1304;130413
2025T2;Porto;Maia;Pedrouços;27.6;1;13;1306;130617
2025T2;Porto;Marco de Canaveses;Vila Boa do Bispo;110.4;1;13;1307;130730
